# Erdős–Straus hot corridor: mod24=0, hot mod9 classes, stride-24 from ~103.98M to ~115.999M
# n	num_solutions	triple_x	triple_y	triple_z
103994496	2	69329664	69329664	103994496
103994520	2	69329680	69329680	103994520
103994544	2	69329696	69329696	103994544
103994568	2	69329712	69329712	103994568
103994592	2	69329728	69329728	103994592
103994616	2	69329744	69329744	103994616
103994640	2	69329760	69329760	103994640
103994664	2	69329776	69329776	103994664
103994688	2	69329792	69329792	103994688
103994712	2	69329808	69329808	103994712
103994736	2	69329824	69329824	103994736
103994760	2	69329840	69329840	103994760
103994784	2	69329856	69329856	103994784
103994808	2	69329872	69329872	103994808
103994832	2	69329888	69329888	103994832
103994856	2	69329904	69329904	103994856
103994880	2	69329920	69329920	103994880
103994904	2	69329936	69329936	103994904
103994928	2	69329952	69329952	103994928
103994952	2	69329968	69329968	103994952
103994976	2	69329984	69329984	103994976
103995000	2	69330000	69330000	103995000
103995024	2	69330016	69330016	103995024
103995048	2	69330032	69330032	103995048
103995072	2	69330048	69330048	103995072
103995096	2	69330064	69330064	103995096
103995120	2	69330080	69330080	103995120
103995144	2	69330096	69330096	103995144
103995168	2	69330112	69330112	103995168
103995192	2	69330128	69330128	103995192
103995216	2	69330144	69330144	103995216
103995240	2	69330160	69330160	103995240
103995264	2	69330176	69330176	103995264
103995288	2	69330192	69330192	103995288
103995312	2	69330208	69330208	103995312
103995336	2	69330224	69330224	103995336
103995360	2	69330240	69330240	103995360
103995384	2	69330256	69330256	103995384
103995408	2	69330272	69330272	103995408
103995432	2	69330288	69330288	103995432
103995456	2	69330304	69330304	103995456
103995480	2	69330320	69330320	103995480
103995504	2	69330336	69330336	103995504
103995528	2	69330352	69330352	103995528
103995552	2	69330368	69330368	103995552
103995576	2	69330384	69330384	103995576
103995600	2	69330400	69330400	103995600
103995624	2	69330416	69330416	103995624
103995648	2	69330432	69330432	103995648
103995672	2	69330448	69330448	103995672
103995696	2	69330464	69330464	103995696
103995720	2	69330480	69330480	103995720
103995744	2	69330496	69330496	103995744
103995768	2	69330512	69330512	103995768
103995792	2	69330528	69330528	103995792
103995816	2	69330544	69330544	103995816
103995840	2	69330560	69330560	103995840
103995864	2	69330576	69330576	103995864
103995888	2	69330592	69330592	103995888
103995912	2	69330608	69330608	103995912
103995936	2	69330624	69330624	103995936
103995960	2	69330640	69330640	103995960
103995984	2	69330656	69330656	103995984
103996008	2	69330672	69330672	103996008
103996032	2	69330688	69330688	103996032
103996056	2	69330704	69330704	103996056
103996080	2	69330720	69330720	103996080
103996104	2	69330736	69330736	103996104
103996128	2	69330752	69330752	103996128
103996152	2	69330768	69330768	103996152
103996176	2	69330784	69330784	103996176
103996200	2	69330800	69330800	103996200
103996224	2	69330816	69330816	103996224
103996248	2	69330832	69330832	103996248
103996272	2	69330848	69330848	103996272
103996296	2	69330864	69330864	103996296
103996320	2	69330880	69330880	103996320
103996344	2	69330896	69330896	103996344
103996368	2	69330912	69330912	103996368
103996392	2	69330928	69330928	103996392
103996416	2	69330944	69330944	103996416
103996440	2	69330960	69330960	103996440
103996464	2	69330976	69330976	103996464
103996488	2	69330992	69330992	103996488
103996512	2	69331008	69331008	103996512
103996536	2	69331024	69331024	103996536
103996560	2	69331040	69331040	103996560
103996584	2	69331056	69331056	103996584
103996608	2	69331072	69331072	103996608
103996632	2	69331088	69331088	103996632
103996656	2	69331104	69331104	103996656
103996680	2	69331120	69331120	103996680
103996704	2	69331136	69331136	103996704
103996728	2	69331152	69331152	103996728
103996752	2	69331168	69331168	103996752
103996776	2	69331184	69331184	103996776
103996800	2	69331200	69331200	103996800
103996824	2	69331216	69331216	103996824
103996848	2	69331232	69331232	103996848
103996872	2	69331248	69331248	103996872
103996896	2	69331264	69331264	103996896
103996920	2	69331280	69331280	103996920
103996944	2	69331296	69331296	103996944
103996968	2	69331312	69331312	103996968
103996992	2	69331328	69331328	103996992
103997016	2	69331344	69331344	103997016
103997040	2	69331360	69331360	103997040
103997064	2	69331376	69331376	103997064
103997088	2	69331392	69331392	103997088
103997112	2	69331408	69331408	103997112
103997136	2	69331424	69331424	103997136
103997160	2	69331440	69331440	103997160
103997184	2	69331456	69331456	103997184
103997208	2	69331472	69331472	103997208
103997232	2	69331488	69331488	103997232
103997256	2	69331504	69331504	103997256
103997280	2	69331520	69331520	103997280
103997304	2	69331536	69331536	103997304
103997328	2	69331552	69331552	103997328
103997352	2	69331568	69331568	103997352
103997376	2	69331584	69331584	103997376
103997400	2	69331600	69331600	103997400
103997424	2	69331616	69331616	103997424
103997448	2	69331632	69331632	103997448
103997472	2	69331648	69331648	103997472
103997496	2	69331664	69331664	103997496
103997520	2	69331680	69331680	103997520
103997544	2	69331696	69331696	103997544
103997568	2	69331712	69331712	103997568
103997592	2	69331728	69331728	103997592
103997616	2	69331744	69331744	103997616
103997640	2	69331760	69331760	103997640
103997664	2	69331776	69331776	103997664
103997688	2	69331792	69331792	103997688
103997712	2	69331808	69331808	103997712
103997736	2	69331824	69331824	103997736
103997760	2	69331840	69331840	103997760
103997784	2	69331856	69331856	103997784
103997808	2	69331872	69331872	103997808
103997832	2	69331888	69331888	103997832
103997856	2	69331904	69331904	103997856
103997880	2	69331920	69331920	103997880
103997904	2	69331936	69331936	103997904
103997928	2	69331952	69331952	103997928
103997952	2	69331968	69331968	103997952
103997976	2	69331984	69331984	103997976
103998000	2	69332000	69332000	103998000
103998024	2	69332016	69332016	103998024
103998048	2	69332032	69332032	103998048
103998072	2	69332048	69332048	103998072
103998096	2	69332064	69332064	103998096
103998120	2	69332080	69332080	103998120
103998144	2	69332096	69332096	103998144
103998168	2	69332112	69332112	103998168
103998192	2	69332128	69332128	103998192
103998216	2	69332144	69332144	103998216
103998240	2	69332160	69332160	103998240
103998264	2	69332176	69332176	103998264
103998288	2	69332192	69332192	103998288
103998312	2	69332208	69332208	103998312
103998336	2	69332224	69332224	103998336
103998360	2	69332240	69332240	103998360
103998384	2	69332256	69332256	103998384
103998408	2	69332272	69332272	103998408
103998432	2	69332288	69332288	103998432
103998456	2	69332304	69332304	103998456
103998480	2	69332320	69332320	103998480
103998504	2	69332336	69332336	103998504
103998528	2	69332352	69332352	103998528
103998552	2	69332368	69332368	103998552
103998576	2	69332384	69332384	103998576
103998600	2	69332400	69332400	103998600
103998624	2	69332416	69332416	103998624
103998648	2	69332432	69332432	103998648
103998672	2	69332448	69332448	103998672
103998696	2	69332464	69332464	103998696
103998720	2	69332480	69332480	103998720
103998744	2	69332496	69332496	103998744
103998768	2	69332512	69332512	103998768
103998792	2	69332528	69332528	103998792
103998816	2	69332544	69332544	103998816
103998840	2	69332560	69332560	103998840
103998864	2	69332576	69332576	103998864
103998888	2	69332592	69332592	103998888
103998912	2	69332608	69332608	103998912
103998936	2	69332624	69332624	103998936
103998960	2	69332640	69332640	103998960
103998984	2	69332656	69332656	103998984
103999008	2	69332672	69332672	103999008
103999032	2	69332688	69332688	103999032
103999056	2	69332704	69332704	103999056
103999080	2	69332720	69332720	103999080
103999104	2	69332736	69332736	103999104
103999128	2	69332752	69332752	103999128
103999152	2	69332768	69332768	103999152
103999176	2	69332784	69332784	103999176
103999200	2	69332800	69332800	103999200
103999224	2	69332816	69332816	103999224
103999248	2	69332832	69332832	103999248
103999272	2	69332848	69332848	103999272
103999296	2	69332864	69332864	103999296
103999320	2	69332880	69332880	103999320
103999344	2	69332896	69332896	103999344
103999368	2	69332912	69332912	103999368
103999392	2	69332928	69332928	103999392
103999416	2	69332944	69332944	103999416
103999440	2	69332960	69332960	103999440
103999464	2	69332976	69332976	103999464
103999488	2	69332992	69332992	103999488
103999512	2	69333008	69333008	103999512
103999536	2	69333024	69333024	103999536
103999560	2	69333040	69333040	103999560
103999584	2	69333056	69333056	103999584
103999608	2	69333072	69333072	103999608
103999632	2	69333088	69333088	103999632
103999656	2	69333104	69333104	103999656
103999680	2	69333120	69333120	103999680
103999704	2	69333136	69333136	103999704
103999728	2	69333152	69333152	103999728
103999752	2	69333168	69333168	103999752
103999776	2	69333184	69333184	103999776
103999800	2	69333200	69333200	103999800
103999824	2	69333216	69333216	103999824
103999848	2	69333232	69333232	103999848
103999872	2	69333248	69333248	103999872
103999896	2	69333264	69333264	103999896
103999920	2	69333280	69333280	103999920
103999920	2	69333280	69333280	103999920
103999944	2	69333296	69333296	103999944
103999968	2	69333312	69333312	103999968
103999992	2	69333328	69333328	103999992
104000016	2	69333344	69333344	104000016
104000040	2	69333360	69333360	104000040
104000064	2	69333376	69333376	104000064
104000088	2	69333392	69333392	104000088
104000112	2	69333408	69333408	104000112
104000136	2	69333424	69333424	104000136
104000160	2	69333440	69333440	104000160
104000184	2	69333456	69333456	104000184
104000208	2	69333472	69333472	104000208
104000232	2	69333488	69333488	104000232
104000256	2	69333504	69333504	104000256
104000280	2	69333520	69333520	104000280
104000304	2	69333536	69333536	104000304
104000328	2	69333552	69333552	104000328
104000352	2	69333568	69333568	104000352
104000376	2	69333584	69333584	104000376
104000400	2	69333600	69333600	104000400
104000424	2	69333616	69333616	104000424
104000448	2	69333632	69333632	104000448
104000472	2	69333648	69333648	104000472
104000496	2	69333664	69333664	104000496
104000520	2	69333680	69333680	104000520
104000544	2	69333696	69333696	104000544
104000568	2	69333712	69333712	104000568
104000592	2	69333728	69333728	104000592
104000616	2	69333744	69333744	104000616
104000640	2	69333760	69333760	104000640
104000664	2	69333776	69333776	104000664
104000688	2	69333792	69333792	104000688
104000712	2	69333808	69333808	104000712
104000736	2	69333824	69333824	104000736
104000760	2	69333840	69333840	104000760
104000784	2	69333856	69333856	104000784
104000808	2	69333872	69333872	104000808
104000832	2	69333888	69333888	104000832
104000856	2	69333904	69333904	104000856
104000880	2	69333920	69333920	104000880
104000904	2	69333936	69333936	104000904
104000928	2	69333952	69333952	104000928
104000952	2	69333968	69333968	104000952
104000976	2	69333984	69333984	104000976
104001000	2	69334000	69334000	104001000
104001024	2	69334016	69334016	104001024
104001048	2	69334032	69334032	104001048
104001072	2	69334048	69334048	104001072
104001096	2	69334064	69334064	104001096
104001120	2	69334080	69334080	104001120
104001144	2	69334096	69334096	104001144
104001168	2	69334112	69334112	104001168
104001192	2	69334128	69334128	104001192
104001216	2	69334144	69334144	104001216
104001240	2	69334160	69334160	104001240
104001264	2	69334176	69334176	104001264
104001288	2	69334192	69334192	104001288
104001312	2	69334208	69334208	104001312
104001336	2	69334224	69334224	104001336
104001360	2	69334240	69334240	104001360
104001384	2	69334256	69334256	104001384
104001408	2	69334272	69334272	104001408
104001432	2	69334288	69334288	104001432
104001456	2	69334304	69334304	104001456
104001480	2	69334320	69334320	104001480
104001504	2	69334336	69334336	104001504
104001528	2	69334352	69334352	104001528
104001552	2	69334368	69334368	104001552
104001576	2	69334384	69334384	104001576
104001600	2	69334400	69334400	104001600
104001624	2	69334416	69334416	104001624
104001648	2	69334432	69334432	104001648
104001672	2	69334448	69334448	104001672
104001696	2	69334464	69334464	104001696
104001720	2	69334480	69334480	104001720
104001744	2	69334496	69334496	104001744
104001768	2	69334512	69334512	104001768
104001792	2	69334528	69334528	104001792
104001816	2	69334544	69334544	104001816
104001840	2	69334560	69334560	104001840
104001864	2	69334576	69334576	104001864
104001888	2	69334592	69334592	104001888
104001912	2	69334608	69334608	104001912
104001936	2	69334624	69334624	104001936
104001960	2	69334640	69334640	104001960
104001984	2	69334656	69334656	104001984
104002008	2	69334672	69334672	104002008
104002032	2	69334688	69334688	104002032
104002056	2	69334704	69334704	104002056
104002080	2	69334720	69334720	104002080
104002104	2	69334736	69334736	104002104
104002128	2	69334752	69334752	104002128
104002152	2	69334768	69334768	104002152
104002176	2	69334784	69334784	104002176
104002200	2	69334800	69334800	104002200
104002224	2	69334816	69334816	104002224
104002248	2	69334832	69334832	104002248
104002272	2	69334848	69334848	104002272
104002296	2	69334864	69334864	104002296
104002320	2	69334880	69334880	104002320
104002344	2	69334896	69334896	104002344
104002368	2	69334912	69334912	104002368
104002392	2	69334928	69334928	104002392
104002416	2	69334944	69334944	104002416
104002440	2	69334960	69334960	104002440
104002464	2	69334976	69334976	104002464
104002488	2	69334992	69334992	104002488
104002512	2	69335008	69335008	104002512
104002536	2	69335024	69335024	104002536
104002560	2	69335040	69335040	104002560
104002584	2	69335056	69335056	104002584
104002608	2	69335072	69335072	104002608
104002632	2	69335088	69335088	104002632
104002656	2	69335104	69335104	104002656
104002680	2	69335120	69335120	104002680
104002704	2	69335136	69335136	104002704
104002728	2	69335152	69335152	104002728
104002752	2	69335168	69335168	104002752
104002776	2	69335184	69335184	104002776
104002800	2	69335200	69335200	104002800
104002824	2	69335216	69335216	104002824
104002848	2	69335232	69335232	104002848
104002872	2	69335248	69335248	104002872
104002896	2	69335264	69335264	104002896
